job_title,industry,company_size,salary,experience_years,education_level,skills_count,connections,data_source,date_updated
Technical Lead,Consulting,51-200,131383,1,Master,34,3068,linkedin,2025-08-02 00:52:04.506780
Platform Engineer,Media & Communications,201-500,98442,22,Bachelor,12,2360,linkedin,2025-08-26 00:52:04.506784
Engineering Director,Non-profit,1-10,48651,8,Master,32,4817,linkedin,2025-08-17 00:52:04.506788
Data Engineer,Manufacturing,11-50,60844,10,Bachelor,14,940,linkedin,2025-09-02 00:52:04.506791
Technical Lead,Technology,51-200,112075,10,No Degree,38,437,linkedin,2025-06-29 00:52:04.506796
Platform Engineer,Real Estate,51-200,35000,13,Bachelor,30,3044,linkedin,2025-08-24 00:52:04.506800
Platform Engineer,Media & Communications,501-1000,97178,7,Bachelor,44,3565,linkedin,2025-07-27 00:52:04.506803
Software Architect,Manufacturing,51-200,93055,20,Bachelor,31,3179,linkedin,2025-09-11 00:52:04.506807
Site Reliability Engineer,Retail,51-200,108387,16,Certificate,17,4810,linkedin,2025-09-12 00:52:04.506811
Engineering Director,Media & Communications,51-200,88618,21,PhD,17,3510,linkedin,2025-08-25 00:52:04.506815
Software Architect,Consulting,1-10,99126,20,Master,9,1374,linkedin,2025-06-22 00:52:04.506819
Site Reliability Engineer,Financial Services,1-10,48417,18,Bachelor,12,433,linkedin,2025-08-21 00:52:04.506822
CTO,Government,201-500,82412,7,No Degree,6,375,linkedin,2025-07-22 00:52:04.506826
CTO,Energy,5000+,77156,18,No Degree,38,870,linkedin,2025-07-06 00:52:04.506830
VP of Engineering,Energy,501-1000,79563,25,Certificate,5,3510,linkedin,2025-07-30 00:52:04.506834
Data Engineer,Manufacturing,1001-5000,117721,17,PhD,17,1707,linkedin,2025-09-06 00:52:04.506838
Engineering Director,Manufacturing,1-10,100249,20,No Degree,18,1944,linkedin,2025-07-11 00:52:04.506841
Platform Engineer,Financial Services,11-50,130808,16,Master,23,465,linkedin,2025-09-04 00:52:04.506845
Software Developer,Media & Communications,51-200,95432,10,Master,43,1985,linkedin,2025-08-13 00:52:04.506848
ML Engineer,Manufacturing,501-1000,113443,20,No Degree,21,4019,linkedin,2025-06-25 00:52:04.506852
Data Engineer,Consulting,51-200,93661,8,No Degree,25,1858,linkedin,2025-07-17 00:52:04.506856
Engineering Director,Healthcare,1001-5000,117374,17,Bachelor,10,2854,linkedin,2025-08-19 00:52:04.506860
Engineering Director,Real Estate,501-1000,126180,10,No Degree,31,1351,linkedin,2025-09-15 00:52:04.506863
Software Architect,Technology,11-50,72654,8,Bachelor,15,189,linkedin,2025-09-03 00:52:04.506867
ML Engineer,Energy,11-50,98176,13,No Degree,30,595,linkedin,2025-09-03 00:52:04.506871
Software Architect,Education,501-1000,82342,12,PhD,49,3083,linkedin,2025-08-02 00:52:04.506874
Software Developer,Retail,51-200,114606,4,No Degree,10,3921,linkedin,2025-06-23 00:52:04.506878
Senior Software Developer,Manufacturing,51-200,117825,6,Certificate,31,1235,linkedin,2025-08-11 00:52:04.506882
Software Architect,Media & Communications,201-500,60790,16,Certificate,50,125,linkedin,2025-08-16 00:52:04.506886
Site Reliability Engineer,Real Estate,1-10,64949,3,Bachelor,37,429,linkedin,2025-09-11 00:52:04.506889
Lead Software Developer,Real Estate,1001-5000,97085,13,PhD,44,944,linkedin,2025-08-23 00:52:04.506893
Platform Engineer,Retail,501-1000,62337,16,PhD,38,4954,linkedin,2025-08-03 00:52:04.506897
Technical Lead,Manufacturing,11-50,63429,12,Master,36,2875,linkedin,2025-08-21 00:52:04.506900
CTO,Financial Services,201-500,235588,25,No Degree,9,154,linkedin,2025-08-02 00:52:04.506904
CTO,Consulting,11-50,118233,12,Certificate,27,3253,linkedin,2025-08-20 00:52:04.506908
CTO,Consulting,11-50,151778,9,Master,24,4578,linkedin,2025-07-09 00:52:04.506911
Senior Software Developer,Non-profit,501-1000,96340,2,Bachelor,6,300,linkedin,2025-08-27 00:52:04.506915
Lead Software Developer,Media & Communications,1-10,61904,3,Master,33,3886,linkedin,2025-07-31 00:52:04.506919
VP of Engineering,Technology,201-500,122884,5,PhD,47,4869,linkedin,2025-08-01 00:52:04.506922
Data Engineer,Education,201-500,95898,10,PhD,12,895,linkedin,2025-09-01 00:52:04.506926
Data Engineer,Energy,51-200,105390,17,PhD,16,865,linkedin,2025-07-18 00:52:04.506930
Lead Software Developer,Energy,5000+,113803,16,PhD,45,1316,linkedin,2025-09-08 00:52:04.506933
ML Engineer,Energy,51-200,59137,2,PhD,35,4663,linkedin,2025-07-07 00:52:04.506937
Senior Software Developer,Real Estate,11-50,155775,14,Certificate,12,3677,linkedin,2025-09-09 00:52:04.506941
VP of Engineering,Real Estate,501-1000,109977,10,No Degree,47,4226,linkedin,2025-06-29 00:52:04.506945
ML Engineer,Energy,501-1000,104716,21,Bachelor,45,1351,linkedin,2025-07-30 00:52:04.506948
Site Reliability Engineer,Consulting,501-1000,140676,23,Master,33,4969,linkedin,2025-08-09 00:52:04.506952
Technical Lead,Financial Services,51-200,124929,21,PhD,5,4937,linkedin,2025-07-20 00:52:04.506955
Software Architect,Consulting,11-50,105747,2,No Degree,38,4004,linkedin,2025-09-12 00:52:04.506959
Data Engineer,Consulting,11-50,135610,23,PhD,15,4953,linkedin,2025-07-10 00:52:04.506963
Site Reliability Engineer,Retail,11-50,82837,16,Bachelor,23,3752,linkedin,2025-06-29 00:52:04.506966
Software Architect,Real Estate,51-200,67385,10,PhD,29,1816,linkedin,2025-06-25 00:52:04.506970
VP of Engineering,Media & Communications,51-200,91160,16,PhD,41,3651,linkedin,2025-08-05 00:52:04.506974
Senior Software Developer,Non-profit,11-50,52901,4,Bachelor,5,676,linkedin,2025-08-01 00:52:04.506977
Lead Software Developer,Healthcare,1001-5000,184209,3,No Degree,10,2976,linkedin,2025-07-05 00:52:04.506981
Data Engineer,Retail,501-1000,147376,3,Master,17,3586,linkedin,2025-07-08 00:52:04.506985
VP of Engineering,Government,201-500,85847,2,No Degree,47,4627,linkedin,2025-08-26 00:52:04.506988
Lead Software Developer,Consulting,11-50,69800,12,Bachelor,9,2118,linkedin,2025-06-25 00:52:04.506992
Engineering Director,Non-profit,1001-5000,59955,6,Master,25,2266,linkedin,2025-07-06 00:52:04.506996
Technical Lead,Real Estate,51-200,95359,15,Bachelor,18,755,linkedin,2025-07-19 00:52:04.507000
Data Engineer,Manufacturing,1001-5000,133883,4,Bachelor,10,1857,linkedin,2025-08-28 00:52:04.507003
CTO,Media & Communications,1-10,68882,16,Master,8,4287,linkedin,2025-09-05 00:52:04.507007
Senior Software Developer,Media & Communications,51-200,83595,6,Master,33,3033,linkedin,2025-07-23 00:52:04.507011
Site Reliability Engineer,Media & Communications,51-200,80921,22,PhD,28,1103,linkedin,2025-07-23 00:52:04.507014
Platform Engineer,Consulting,11-50,101999,1,Bachelor,31,2874,linkedin,2025-06-20 00:52:04.507018
Data Engineer,Media & Communications,201-500,42250,13,PhD,33,4447,linkedin,2025-09-06 00:52:04.507022
Site Reliability Engineer,Retail,501-1000,82612,3,Certificate,30,2993,linkedin,2025-08-06 00:52:04.507026
Platform Engineer,Real Estate,1-10,64086,15,Master,40,3269,linkedin,2025-08-16 00:52:04.507030
Senior Software Developer,Healthcare,5000+,190464,7,Certificate,8,1031,linkedin,2025-07-18 00:52:04.507033
Technical Lead,Financial Services,201-500,116534,6,Master,48,1128,linkedin,2025-07-02 00:52:04.507037
Technical Lead,Energy,51-200,99286,7,Bachelor,41,3421,linkedin,2025-08-08 00:52:04.507041
VP of Engineering,Financial Services,51-200,140532,10,Bachelor,40,227,linkedin,2025-08-06 00:52:04.507045
Software Developer,Media & Communications,1-10,100660,17,PhD,19,4341,linkedin,2025-09-16 00:52:04.507049
Platform Engineer,Real Estate,501-1000,149983,9,Master,6,3919,linkedin,2025-07-01 00:52:04.507052
Site Reliability Engineer,Manufacturing,1-10,74907,23,No Degree,42,405,linkedin,2025-06-29 00:52:04.507056
CTO,Non-profit,501-1000,70314,18,No Degree,32,2796,linkedin,2025-07-06 00:52:04.507060
Senior Software Developer,Energy,11-50,71310,4,Bachelor,40,4192,linkedin,2025-09-15 00:52:04.507063
Data Engineer,Real Estate,201-500,98202,17,Bachelor,26,3767,linkedin,2025-08-15 00:52:04.507067
ML Engineer,Energy,1001-5000,110099,4,Certificate,36,651,linkedin,2025-07-25 00:52:04.507071
VP of Engineering,Retail,201-500,118963,2,No Degree,38,3623,linkedin,2025-07-24 00:52:04.507075
Data Engineer,Education,501-1000,100783,11,Bachelor,32,4609,linkedin,2025-08-26 00:52:04.507079
Software Architect,Technology,501-1000,170126,12,Master,46,4326,linkedin,2025-08-02 00:52:04.507082
ML Engineer,Education,51-200,99926,2,Bachelor,26,2462,linkedin,2025-06-20 00:52:04.507086
Platform Engineer,Financial Services,51-200,194940,1,Certificate,37,4893,linkedin,2025-07-08 00:52:04.507090
Senior Software Developer,Retail,1-10,78368,18,No Degree,46,846,linkedin,2025-09-07 00:52:04.507093
Platform Engineer,Manufacturing,5000+,169557,25,Certificate,39,4113,linkedin,2025-08-23 00:52:04.507097
Data Engineer,Media & Communications,1-10,69318,18,PhD,12,2167,linkedin,2025-07-01 00:52:04.507101
VP of Engineering,Manufacturing,201-500,135458,12,Certificate,47,920,linkedin,2025-06-20 00:52:04.507105
ML Engineer,Manufacturing,51-200,120210,10,Bachelor,13,1672,linkedin,2025-09-05 00:52:04.507108
Site Reliability Engineer,Consulting,51-200,142739,6,Certificate,40,1708,linkedin,2025-07-01 00:52:04.507112
Platform Engineer,Real Estate,201-500,106957,19,No Degree,27,3883,linkedin,2025-09-05 00:52:04.507116
Platform Engineer,Consulting,1001-5000,123437,20,PhD,34,279,linkedin,2025-09-12 00:52:04.507119
VP of Engineering,Financial Services,501-1000,103958,10,PhD,9,1294,linkedin,2025-08-27 00:52:04.507123
Technical Lead,Energy,1001-5000,122263,2,Master,19,4353,linkedin,2025-07-23 00:52:04.507137
ML Engineer,Government,1001-5000,136665,7,Bachelor,17,4501,linkedin,2025-09-03 00:52:04.507141
Site Reliability Engineer,Media & Communications,201-500,96405,13,Bachelor,22,121,linkedin,2025-07-06 00:52:04.507145
Site Reliability Engineer,Manufacturing,11-50,102282,24,Certificate,14,4714,linkedin,2025-08-28 00:52:04.507148
Engineering Director,Healthcare,5000+,177167,19,PhD,17,3722,linkedin,2025-07-25 00:52:04.507152
Senior Software Developer,Healthcare,5000+,135924,1,No Degree,40,3046,linkedin,2025-08-23 00:52:04.507156
Site Reliability Engineer,Healthcare,201-500,152778,5,Certificate,13,429,linkedin,2025-07-24 00:52:04.507160
CTO,Manufacturing,51-200,35000,9,No Degree,46,222,linkedin,2025-08-02 00:52:04.507163
CTO,Non-profit,11-50,41554,1,Master,34,2751,linkedin,2025-06-24 00:52:04.507167
CTO,Consulting,5000+,123066,9,PhD,49,597,linkedin,2025-07-15 00:52:04.507171
Data Engineer,Energy,11-50,67978,1,Certificate,40,1236,linkedin,2025-07-07 00:52:04.507174
Data Engineer,Media & Communications,1-10,82388,15,Bachelor,22,4842,linkedin,2025-06-21 00:52:04.507178
CTO,Manufacturing,11-50,91699,19,PhD,13,3753,linkedin,2025-06-30 00:52:04.507182
ML Engineer,Financial Services,1-10,116880,14,Master,33,4384,linkedin,2025-09-14 00:52:04.507186
Technical Lead,Technology,5000+,198665,15,Master,5,1464,linkedin,2025-06-21 00:52:04.507190
Data Engineer,Energy,501-1000,86922,18,Master,18,4837,linkedin,2025-07-23 00:52:04.507193
CTO,Non-profit,1-10,36998,25,No Degree,33,4000,linkedin,2025-09-13 00:52:04.507197
Engineering Director,Financial Services,1001-5000,190030,6,PhD,48,1516,linkedin,2025-08-14 00:52:04.507201
Software Architect,Media & Communications,1-10,64025,2,Master,44,4798,linkedin,2025-08-21 00:52:04.507205
Senior Software Developer,Healthcare,1-10,50777,7,Certificate,35,2262,linkedin,2025-09-13 00:52:04.507209
ML Engineer,Technology,11-50,138141,24,PhD,47,2258,linkedin,2025-08-30 00:52:04.507212
Software Developer,Education,5000+,143509,19,No Degree,18,983,linkedin,2025-06-21 00:52:04.507216
Senior Software Developer,Government,501-1000,126703,2,Master,22,1640,linkedin,2025-09-14 00:52:04.507220
Senior Software Developer,Education,51-200,79553,18,No Degree,46,1879,linkedin,2025-09-12 00:52:04.507232
Site Reliability Engineer,Retail,51-200,109865,12,Bachelor,40,1181,linkedin,2025-07-16 00:52:04.507236
Engineering Director,Real Estate,1001-5000,165794,20,No Degree,50,3348,linkedin,2025-07-13 00:52:04.507239
Data Engineer,Retail,1-10,63813,20,Certificate,22,4247,linkedin,2025-07-09 00:52:04.507243
Site Reliability Engineer,Real Estate,5000+,169930,10,Certificate,46,3699,linkedin,2025-08-15 00:52:04.507247
Lead Software Developer,Government,11-50,73109,7,Master,39,3365,linkedin,2025-08-16 00:52:04.507251
Engineering Director,Healthcare,1-10,102696,10,Certificate,22,3882,linkedin,2025-09-06 00:52:04.507254
Site Reliability Engineer,Energy,1001-5000,129245,16,PhD,13,3269,linkedin,2025-08-02 00:52:04.507258
Data Engineer,Government,5000+,140880,10,Bachelor,31,3667,linkedin,2025-09-07 00:52:04.507262
Technical Lead,Healthcare,51-200,110339,1,Bachelor,9,3646,linkedin,2025-06-24 00:52:04.507266
Senior Software Developer,Technology,11-50,69913,21,PhD,50,1039,linkedin,2025-07-09 00:52:04.507269
Senior Software Developer,Financial Services,1001-5000,235659,14,Bachelor,34,3354,linkedin,2025-08-26 00:52:04.507273
Senior Software Developer,Energy,1-10,57996,19,Certificate,44,1435,linkedin,2025-07-27 00:52:04.507277
Lead Software Developer,Energy,1-10,99808,13,No Degree,22,3941,linkedin,2025-08-25 00:52:04.507280
Software Developer,Energy,11-50,83571,2,Certificate,17,668,linkedin,2025-08-09 00:52:04.507284
Software Developer,Financial Services,501-1000,206522,5,PhD,21,1856,linkedin,2025-08-25 00:52:04.507288
Engineering Director,Non-profit,1001-5000,110975,10,Bachelor,47,2918,linkedin,2025-07-24 00:52:04.507291
Site Reliability Engineer,Government,201-500,92589,10,Master,41,3326,linkedin,2025-09-02 00:52:04.507295
CTO,Energy,11-50,96369,25,PhD,34,1226,linkedin,2025-07-17 00:52:04.507299
Software Architect,Real Estate,1-10,84029,17,No Degree,41,4120,linkedin,2025-09-13 00:52:04.507303
Software Developer,Manufacturing,51-200,47171,9,Certificate,14,241,linkedin,2025-08-22 00:52:04.507306
Technical Lead,Education,51-200,78248,24,PhD,35,700,linkedin,2025-07-06 00:52:04.507310
Senior Software Developer,Non-profit,1001-5000,62329,14,Certificate,17,2406,linkedin,2025-06-20 00:52:04.507314
Platform Engineer,Healthcare,1-10,87177,9,Master,10,913,linkedin,2025-08-13 00:52:04.507317
CTO,Technology,1001-5000,114675,18,Bachelor,19,3677,linkedin,2025-06-25 00:52:04.507321
Technical Lead,Manufacturing,501-1000,80228,5,No Degree,5,4151,linkedin,2025-09-10 00:52:04.507325
Data Engineer,Consulting,5000+,223636,8,No Degree,23,1516,linkedin,2025-07-20 00:52:04.507328
Site Reliability Engineer,Financial Services,11-50,151703,24,PhD,14,2538,linkedin,2025-07-17 00:52:04.507332
VP of Engineering,Technology,1001-5000,160383,10,No Degree,13,1150,linkedin,2025-09-01 00:52:04.507336
Site Reliability Engineer,Retail,201-500,109327,25,Bachelor,31,2482,linkedin,2025-09-11 00:52:04.507339
Technical Lead,Technology,5000+,162183,17,No Degree,28,1435,linkedin,2025-08-15 00:52:04.507343
Technical Lead,Financial Services,11-50,136753,21,PhD,50,3079,linkedin,2025-07-25 00:52:04.507347
VP of Engineering,Media & Communications,201-500,86838,7,No Degree,35,751,linkedin,2025-07-15 00:52:04.507350
Senior Software Developer,Technology,11-50,138763,24,Bachelor,29,1798,linkedin,2025-08-18 00:52:04.507354
CTO,Retail,51-200,88989,21,No Degree,44,4009,linkedin,2025-06-30 00:52:04.507358
ML Engineer,Media & Communications,201-500,93531,11,Certificate,34,3016,linkedin,2025-07-26 00:52:04.507361
VP of Engineering,Media & Communications,1001-5000,124170,14,Certificate,29,3350,linkedin,2025-07-23 00:52:04.507365
ML Engineer,Media & Communications,1001-5000,105248,3,Master,24,4281,linkedin,2025-09-04 00:52:04.507369
ML Engineer,Manufacturing,5000+,143928,24,PhD,5,1840,linkedin,2025-08-27 00:52:04.507372
Lead Software Developer,Media & Communications,11-50,74013,4,Certificate,49,2195,linkedin,2025-08-03 00:52:04.507376
Site Reliability Engineer,Consulting,11-50,114617,22,PhD,23,1191,linkedin,2025-09-02 00:52:04.507380
VP of Engineering,Media & Communications,1-10,99104,1,Bachelor,23,4787,linkedin,2025-07-14 00:52:04.507383
Engineering Director,Consulting,501-1000,112199,2,Bachelor,26,4214,linkedin,2025-09-05 00:52:04.507387
Data Engineer,Non-profit,11-50,57896,14,PhD,9,2498,linkedin,2025-07-28 00:52:04.507391
Software Developer,Non-profit,51-200,74169,20,Bachelor,39,1958,linkedin,2025-07-18 00:52:04.507395
Engineering Director,Manufacturing,11-50,76183,20,Certificate,41,371,linkedin,2025-09-13 00:52:04.507398
CTO,Retail,501-1000,127233,7,PhD,10,239,linkedin,2025-07-10 00:52:04.507402
CTO,Technology,51-200,140647,2,No Degree,26,582,linkedin,2025-06-25 00:52:04.507406
Engineering Director,Consulting,51-200,144872,12,Bachelor,18,3620,linkedin,2025-08-13 00:52:04.507409
Lead Software Developer,Technology,1001-5000,136227,23,No Degree,24,1535,linkedin,2025-08-29 00:52:04.507413
Software Developer,Energy,1001-5000,94391,22,No Degree,26,4898,linkedin,2025-08-07 00:52:04.507417
Software Architect,Technology,5000+,159604,4,Master,49,892,linkedin,2025-08-02 00:52:04.507421
ML Engineer,Retail,51-200,72015,19,No Degree,28,4773,linkedin,2025-08-26 00:52:04.507424
Senior Software Developer,Media & Communications,501-1000,130088,23,Certificate,12,3650,linkedin,2025-07-29 00:52:04.507428
Engineering Director,Retail,5000+,94371,7,Certificate,7,1067,linkedin,2025-07-10 00:52:04.507432
Senior Software Developer,Financial Services,1001-5000,273744,16,Bachelor,18,1163,linkedin,2025-07-09 00:52:04.507436
Platform Engineer,Technology,11-50,147160,5,PhD,17,4501,linkedin,2025-08-23 00:52:04.507439
Senior Software Developer,Manufacturing,51-200,95298,9,No Degree,12,3948,linkedin,2025-07-05 00:52:04.507443
Senior Software Developer,Healthcare,1001-5000,165308,14,PhD,9,2652,linkedin,2025-07-10 00:52:04.507447
Senior Software Developer,Financial Services,1-10,62861,10,Certificate,40,4184,linkedin,2025-08-26 00:52:04.507451
Senior Software Developer,Manufacturing,1-10,123944,16,Master,35,218,linkedin,2025-08-26 00:52:04.507454
Engineering Director,Financial Services,11-50,102037,18,PhD,27,440,linkedin,2025-08-22 00:52:04.507458
Engineering Director,Retail,1001-5000,119779,19,No Degree,30,3879,linkedin,2025-08-20 00:52:04.507461
Software Architect,Financial Services,1001-5000,92677,4,Master,12,1762,linkedin,2025-09-08 00:52:04.507465
Lead Software Developer,Energy,51-200,106549,7,PhD,50,3222,linkedin,2025-07-31 00:52:04.507469
VP of Engineering,Energy,11-50,61851,20,Bachelor,17,3189,linkedin,2025-08-26 00:52:04.507473
Engineering Director,Financial Services,11-50,122742,19,PhD,21,218,linkedin,2025-07-30 00:52:04.507476
Senior Software Developer,Technology,5000+,149373,10,Certificate,12,1174,linkedin,2025-09-16 00:52:04.507480
Site Reliability Engineer,Retail,501-1000,83284,9,No Degree,40,2405,linkedin,2025-08-16 00:52:04.507484
Engineering Director,Education,11-50,54645,20,Master,32,605,linkedin,2025-09-14 00:52:04.507488
Technical Lead,Education,501-1000,96347,4,Master,48,1647,linkedin,2025-08-01 00:52:04.507491
Software Architect,Consulting,1001-5000,100720,8,Certificate,44,2355,linkedin,2025-09-09 00:52:04.507495
Engineering Director,Education,1-10,49418,17,Bachelor,48,126,linkedin,2025-07-22 00:52:04.507498
Engineering Director,Real Estate,201-500,121828,12,No Degree,14,2853,linkedin,2025-08-07 00:52:04.507502
Data Engineer,Media & Communications,1001-5000,203851,8,No Degree,32,4675,linkedin,2025-07-31 00:52:04.507506
Lead Software Developer,Financial Services,11-50,133991,22,PhD,38,4085,linkedin,2025-07-01 00:52:04.507510
Engineering Director,Technology,1-10,76143,16,Master,7,4985,linkedin,2025-09-10 00:52:04.507513
Lead Software Developer,Education,501-1000,82829,9,No Degree,25,3265,linkedin,2025-08-17 00:52:04.507517
VP of Engineering,Manufacturing,201-500,105325,15,Master,11,1850,linkedin,2025-07-02 00:52:04.507521
VP of Engineering,Energy,1001-5000,112711,6,No Degree,30,2123,linkedin,2025-08-22 00:52:04.507524
ML Engineer,Government,201-500,102473,11,PhD,36,289,linkedin,2025-09-02 00:52:04.507528
Senior Software Developer,Real Estate,11-50,90148,3,PhD,17,3037,linkedin,2025-07-02 00:52:04.507532
Software Architect,Energy,501-1000,139873,8,No Degree,21,1420,linkedin,2025-07-23 00:52:04.507535
Data Engineer,Healthcare,5000+,134799,24,Master,39,4287,linkedin,2025-09-02 00:52:04.507539
VP of Engineering,Retail,51-200,126480,24,No Degree,29,212,linkedin,2025-08-11 00:52:04.507543
Lead Software Developer,Technology,501-1000,142031,22,Certificate,23,2598,linkedin,2025-07-21 00:52:04.507546
Software Developer,Education,201-500,63302,9,No Degree,10,1784,linkedin,2025-08-18 00:52:04.507550
CTO,Retail,501-1000,176053,6,No Degree,42,1371,linkedin,2025-08-14 00:52:04.507554
Technical Lead,Energy,11-50,46491,8,PhD,7,3425,linkedin,2025-07-10 00:52:04.507558
Technical Lead,Government,11-50,55767,25,No Degree,20,4937,linkedin,2025-08-20 00:52:04.507561
ML Engineer,Real Estate,201-500,88118,1,Certificate,49,1287,linkedin,2025-07-25 00:52:04.507565
Data Engineer,Consulting,1001-5000,241132,5,Master,44,998,linkedin,2025-07-03 00:52:04.507568
ML Engineer,Healthcare,51-200,151704,16,No Degree,48,3956,linkedin,2025-08-13 00:52:04.507572
Technical Lead,Retail,5000+,182673,12,Certificate,50,221,linkedin,2025-08-24 00:52:04.507576
Senior Software Developer,Real Estate,1001-5000,113290,21,No Degree,31,4231,linkedin,2025-07-30 00:52:04.507579
ML Engineer,Retail,11-50,137359,16,No Degree,43,2644,linkedin,2025-07-13 00:52:04.507583
Platform Engineer,Financial Services,11-50,130722,20,Certificate,23,2739,linkedin,2025-08-12 00:52:04.507587
Lead Software Developer,Government,201-500,104024,16,Bachelor,41,2947,linkedin,2025-07-02 00:52:04.507591
Platform Engineer,Financial Services,1-10,111179,20,No Degree,21,1006,linkedin,2025-08-19 00:52:04.507594
Technical Lead,Manufacturing,51-200,93825,22,Certificate,35,1417,linkedin,2025-07-05 00:52:04.507598
Senior Software Developer,Financial Services,501-1000,149554,17,PhD,24,455,linkedin,2025-09-03 00:52:04.507602
CTO,Media & Communications,5000+,126029,23,Bachelor,40,1548,linkedin,2025-08-23 00:52:04.507605
Platform Engineer,Financial Services,501-1000,183878,13,Bachelor,35,1272,linkedin,2025-08-03 00:52:04.507609
Data Engineer,Government,11-50,74679,22,No Degree,21,2249,linkedin,2025-08-27 00:52:04.507613
Senior Software Developer,Education,1001-5000,98022,17,Bachelor,21,3058,linkedin,2025-08-07 00:52:04.507617
Senior Software Developer,Non-profit,11-50,82436,18,No Degree,41,3152,linkedin,2025-09-03 00:52:04.507621
Senior Software Developer,Healthcare,1001-5000,35091,22,Certificate,24,2625,linkedin,2025-07-23 00:52:04.507625
VP of Engineering,Retail,5000+,149953,24,Master,30,2900,linkedin,2025-09-02 00:52:04.507628
Software Architect,Government,5000+,125491,25,Certificate,6,2582,linkedin,2025-07-21 00:52:04.507632
Site Reliability Engineer,Technology,11-50,143021,7,Certificate,12,1435,linkedin,2025-08-02 00:52:04.507636
VP of Engineering,Technology,5000+,170095,17,Master,12,1224,linkedin,2025-09-17 00:52:04.507640
Engineering Director,Consulting,501-1000,143910,4,Master,44,3741,linkedin,2025-06-30 00:52:04.507644
Engineering Director,Real Estate,1-10,94733,20,Certificate,45,1591,linkedin,2025-06-20 00:52:04.507647
Engineering Director,Media & Communications,11-50,117373,9,Bachelor,28,3066,linkedin,2025-07-15 00:52:04.507651
CTO,Non-profit,11-50,55353,8,PhD,43,619,linkedin,2025-07-07 00:52:04.507655
ML Engineer,Real Estate,501-1000,121608,17,PhD,27,1382,linkedin,2025-08-27 00:52:04.507658
Lead Software Developer,Non-profit,501-1000,113287,15,Certificate,7,1591,linkedin,2025-08-02 00:52:04.507662
ML Engineer,Real Estate,5000+,62376,18,PhD,27,4690,linkedin,2025-08-08 00:52:04.507666
Technical Lead,Retail,11-50,70750,6,Bachelor,25,2511,linkedin,2025-07-15 00:52:04.507669
CTO,Energy,11-50,116832,19,Bachelor,16,4228,linkedin,2025-06-25 00:52:04.507673
Platform Engineer,Energy,501-1000,145137,13,Certificate,20,2135,linkedin,2025-06-26 00:52:04.507677
Platform Engineer,Retail,5000+,150371,22,Master,34,334,linkedin,2025-06-29 00:52:04.507681
Site Reliability Engineer,Manufacturing,11-50,75911,5,Master,8,128,linkedin,2025-06-29 00:52:04.507684
CTO,Financial Services,1-10,82943,20,PhD,27,4007,linkedin,2025-07-24 00:52:04.507688
Lead Software Developer,Consulting,501-1000,116580,12,Bachelor,30,3491,linkedin,2025-09-01 00:52:04.507693
Engineering Director,Financial Services,1001-5000,239812,14,Certificate,22,4667,linkedin,2025-07-31 00:52:04.507697
CTO,Consulting,51-200,96089,16,Bachelor,20,233,linkedin,2025-08-21 00:52:04.507700
VP of Engineering,Manufacturing,11-50,87667,17,Certificate,47,541,linkedin,2025-09-01 00:52:04.507704
Platform Engineer,Manufacturing,501-1000,92519,15,Bachelor,48,3838,linkedin,2025-08-06 00:52:04.507708
Technical Lead,Government,1-10,73610,11,Master,9,4453,linkedin,2025-06-29 00:52:04.507711
VP of Engineering,Government,51-200,65764,18,PhD,16,1626,linkedin,2025-07-15 00:52:04.507715
Platform Engineer,Government,201-500,81560,13,Bachelor,33,1385,linkedin,2025-07-20 00:52:04.507719
VP of Engineering,Media & Communications,1-10,44015,1,Master,23,836,linkedin,2025-09-17 00:52:04.507722
Data Engineer,Retail,5000+,79355,18,Master,38,3794,linkedin,2025-09-14 00:52:04.507726
Engineering Director,Consulting,1-10,91374,16,Bachelor,42,4919,linkedin,2025-08-14 00:52:04.507730
Site Reliability Engineer,Real Estate,1001-5000,82585,19,Certificate,21,2874,linkedin,2025-09-16 00:52:04.507733
ML Engineer,Technology,201-500,207344,2,Certificate,22,2212,linkedin,2025-09-11 00:52:04.507737
CTO,Energy,1001-5000,59850,3,Master,48,2724,linkedin,2025-08-19 00:52:04.507741
VP of Engineering,Media & Communications,1-10,60796,4,PhD,26,2839,linkedin,2025-08-25 00:52:04.507744
Platform Engineer,Media & Communications,1-10,76317,5,Certificate,40,1611,linkedin,2025-09-11 00:52:04.507748
Engineering Director,Financial Services,501-1000,145031,3,Bachelor,19,346,linkedin,2025-07-14 00:52:04.507752
Software Architect,Real Estate,501-1000,82531,12,Master,12,710,linkedin,2025-07-24 00:52:04.507755
ML Engineer,Real Estate,51-200,72249,21,Bachelor,27,1143,linkedin,2025-08-30 00:52:04.507759
Technical Lead,Consulting,51-200,85766,25,Bachelor,40,4726,linkedin,2025-07-25 00:52:04.507763
Platform Engineer,Technology,5000+,160506,16,Bachelor,18,4099,linkedin,2025-07-30 00:52:04.507767
CTO,Manufacturing,1-10,113086,22,No Degree,8,3246,linkedin,2025-09-16 00:52:04.507771
Software Developer,Manufacturing,51-200,96851,23,Bachelor,50,3538,linkedin,2025-08-11 00:52:04.507774
Engineering Director,Technology,1-10,128017,3,No Degree,19,1558,linkedin,2025-07-09 00:52:04.507778
Technical Lead,Energy,1-10,85632,23,Bachelor,47,2507,linkedin,2025-08-13 00:52:04.507782
