company,job_title,location,salary,experience_years,company_rating,data_source,date_posted
OpenAI,Engineering Manager,Remote - US,215737,1,3.7,glassdoor,2025-08-21 00:52:04.471082
Atlassian,Backend Engineer,"Boston, MA",86706,1,3.8,glassdoor,2025-01-31 00:52:04.471085
Oracle,ML Engineer,"Los Angeles, CA",101862,2,3.7,glassdoor,2025-02-26 00:52:04.471088
Netflix,Product Manager,"London, UK",180639,5,4.5,glassdoor,2025-09-13 00:52:04.471092
Oracle,Senior Software Engineer,Remote - US,163399,10,4.8,glassdoor,2025-04-04 00:52:04.471095
Amazon,Senior Software Engineer,"Denver, CO",118825,20,4.4,glassdoor,2025-09-03 00:52:04.471098
Intel,Principal Software Engineer,"Austin, TX",211918,3,4.9,glassdoor,2025-07-28 00:52:04.471102
Atlassian,Mobile Engineer,"Chicago, IL",65270,3,4.2,glassdoor,2024-10-01 00:52:04.471105
Google,Engineering Manager,"Los Angeles, CA",241647,9,4.4,glassdoor,2025-02-02 00:52:04.471109
Intel,Security Engineer,"San Francisco, CA",223487,5,3.3,glassdoor,2025-09-05 00:52:04.471112
OpenAI,DevOps Engineer,"Austin, TX",87525,10,4.6,glassdoor,2025-05-03 00:52:04.471116
NVIDIA,Staff Software Engineer,"Berlin, Germany",94477,5,5.0,glassdoor,2025-08-06 00:52:04.471119
Intel,Engineering Manager,"New York, NY",275981,14,4.8,glassdoor,2024-12-02 00:52:04.471123
Databricks,Senior Software Engineer,"San Francisco, CA",130682,5,4.7,glassdoor,2024-09-24 00:52:04.471126
Microsoft,Staff Software Engineer,"Los Angeles, CA",191023,3,3.7,glassdoor,2025-06-16 00:52:04.471130
Databricks,Data Scientist,"Denver, CO",130956,20,4.8,glassdoor,2025-03-28 00:52:04.471134
Microsoft,Backend Engineer,"Boston, MA",127304,1,4.9,glassdoor,2025-01-08 00:52:04.471137
Amazon,Backend Engineer,"Toronto, Canada",133773,6,4.7,glassdoor,2025-01-23 00:52:04.471140
Oracle,Senior Software Engineer,"Los Angeles, CA",144753,18,4.3,glassdoor,2024-10-23 00:52:04.471144
Google,Senior Product Manager,"Berlin, Germany",114763,2,3.1,glassdoor,2025-02-28 00:52:04.471147
Stripe,Product Manager,"Boston, MA",159268,0,3.4,glassdoor,2024-11-25 00:52:04.471151
Amazon,Software Engineer,"Boston, MA",109064,11,3.3,glassdoor,2025-09-01 00:52:04.471155
Tesla,Frontend Engineer,"San Francisco, CA",217487,16,4.2,glassdoor,2025-04-25 00:52:04.471158
Apple,Staff Software Engineer,Remote - US,243306,9,4.3,glassdoor,2025-07-31 00:52:04.471161
Uber,ML Engineer,"London, UK",127319,19,4.8,glassdoor,2024-12-12 00:52:04.471165
Databricks,DevOps Engineer,"Austin, TX",97266,11,4.4,glassdoor,2025-03-27 00:52:04.471168
Meta,Senior Software Engineer,"Los Angeles, CA",176028,12,3.1,glassdoor,2025-08-18 00:52:04.471172
GitHub,Full Stack Engineer,"London, UK",77955,18,3.0,glassdoor,2025-09-08 00:52:04.471175
OpenAI,Frontend Engineer,Remote - US,117968,1,3.1,glassdoor,2025-03-03 00:52:04.471179
NVIDIA,Backend Engineer,"Denver, CO",90482,8,3.1,glassdoor,2024-09-26 00:52:04.471182
Uber,Full Stack Engineer,Remote - US,110796,8,4.4,glassdoor,2025-07-15 00:52:04.471186
NVIDIA,Product Manager,"Berlin, Germany",79510,6,4.1,glassdoor,2025-04-23 00:52:04.471189
Stripe,DevOps Engineer,"Austin, TX",157633,0,3.0,glassdoor,2025-01-09 00:52:04.471193
Atlassian,Security Engineer,"New York, NY",174874,10,3.7,glassdoor,2025-05-29 00:52:04.471196
Netflix,DevOps Engineer,"San Francisco, CA",222047,2,4.0,glassdoor,2025-03-07 00:52:04.471200
Snowflake,Data Scientist,"New York, NY",177167,12,3.4,glassdoor,2025-07-25 00:52:04.471203
Atlassian,Data Scientist,"New York, NY",181844,18,3.1,glassdoor,2025-06-14 00:52:04.471207
Intel,Engineering Manager,"Austin, TX",186211,7,3.6,glassdoor,2025-07-31 00:52:04.471210
Apple,Software Engineer,"Toronto, Canada",105193,1,4.1,glassdoor,2024-10-23 00:52:04.471214
GitHub,Senior Software Engineer,"Los Angeles, CA",129763,7,3.0,glassdoor,2024-12-15 00:52:04.471217
Adobe,Frontend Engineer,Remote - US,127451,8,3.5,glassdoor,2025-07-02 00:52:04.471221
Amazon,Staff Software Engineer,"Chicago, IL",210902,12,3.9,glassdoor,2025-07-10 00:52:04.471224
Oracle,Software Engineer,"Boston, MA",52443,10,4.9,glassdoor,2025-01-27 00:52:04.471228
Snowflake,Backend Engineer,"Los Angeles, CA",111466,18,4.7,glassdoor,2025-08-04 00:52:04.471233
Netflix,Frontend Engineer,"Boston, MA",233686,5,3.8,glassdoor,2025-05-22 00:52:04.471236
Uber,Frontend Engineer,"Berlin, Germany",84187,5,4.6,glassdoor,2024-09-27 00:52:04.471240
Meta,Backend Engineer,"Los Angeles, CA",133796,11,4.0,glassdoor,2025-08-09 00:52:04.471245
Airbnb,Backend Engineer,"Denver, CO",150883,0,4.4,glassdoor,2025-07-15 00:52:04.471248
Google,Backend Engineer,"Seattle, WA",208840,2,4.6,glassdoor,2025-06-27 00:52:04.471253
Uber,Software Engineer,"New York, NY",187268,6,3.9,glassdoor,2025-06-23 00:52:04.471257
Amazon,Senior Engineering Manager,"Seattle, WA",136602,11,4.8,glassdoor,2024-12-23 00:52:04.471260
VMware,Principal Software Engineer,Remote - US,249658,18,4.8,glassdoor,2025-09-15 00:52:04.471264
Intel,DevOps Engineer,"London, UK",108677,3,3.9,glassdoor,2025-07-22 00:52:04.471267
Spotify,Frontend Engineer,"Austin, TX",104929,17,3.7,glassdoor,2024-12-10 00:52:04.471271
Adobe,Staff Software Engineer,"Toronto, Canada",172973,18,4.8,glassdoor,2024-11-30 00:52:04.471274
AMD,Backend Engineer,"Toronto, Canada",130236,15,3.3,glassdoor,2024-09-29 00:52:04.471277
Amazon,Security Engineer,Remote - US,181384,16,3.1,glassdoor,2025-08-23 00:52:04.471281
Cisco,ML Engineer,"Austin, TX",83310,15,4.1,glassdoor,2024-09-24 00:52:04.471284
Oracle,Product Manager,"Seattle, WA",163430,17,5.0,glassdoor,2024-11-10 00:52:04.471288
Meta,Mobile Engineer,"London, UK",139116,15,4.8,glassdoor,2024-12-31 00:52:04.471291
Airbnb,ML Engineer,"Boston, MA",142446,1,4.3,glassdoor,2024-12-28 00:52:04.471295
Meta,Senior Engineering Manager,"Toronto, Canada",158892,15,3.3,glassdoor,2025-08-21 00:52:04.471298
Netflix,Product Manager,"London, UK",141418,9,4.1,glassdoor,2024-11-01 00:52:04.471302
Uber,Engineering Manager,"Berlin, Germany",177875,4,3.1,glassdoor,2025-08-03 00:52:04.471305
Airbnb,Data Scientist,"Denver, CO",149553,8,4.3,glassdoor,2025-07-12 00:52:04.471309
AMD,Mobile Engineer,"Toronto, Canada",83817,3,3.1,glassdoor,2025-03-17 00:52:04.471312
Salesforce,Product Manager,"Toronto, Canada",99499,0,4.3,glassdoor,2024-10-31 00:52:04.471316
AMD,Software Engineer,"New York, NY",130503,1,4.3,glassdoor,2025-08-23 00:52:04.471319
Airbnb,Engineering Manager,"Austin, TX",276950,4,3.3,glassdoor,2025-02-05 00:52:04.471323
Shopify,DevOps Engineer,"New York, NY",169437,3,3.5,glassdoor,2025-06-10 00:52:04.471326
Microsoft,Engineering Manager,Remote - US,210738,2,3.8,glassdoor,2025-08-24 00:52:04.471330
GitHub,Data Scientist,"Chicago, IL",175153,6,3.0,glassdoor,2025-08-19 00:52:04.471333
Databricks,Senior Product Manager,"Denver, CO",113719,14,3.9,glassdoor,2025-02-26 00:52:04.471337
Salesforce,Principal Software Engineer,"London, UK",223654,17,3.4,glassdoor,2025-08-12 00:52:04.471340
Intel,Software Engineer,"Berlin, Germany",61088,5,5.0,glassdoor,2025-08-03 00:52:04.471343
GitHub,Staff Software Engineer,"Denver, CO",179280,9,3.8,glassdoor,2024-11-10 00:52:04.471347
Microsoft,Senior Engineering Manager,"London, UK",153251,16,3.4,glassdoor,2025-09-03 00:52:04.471351
Airbnb,Senior Product Manager,"Toronto, Canada",174606,17,4.6,glassdoor,2025-08-14 00:52:04.471354
Oracle,Security Engineer,"Chicago, IL",130839,5,3.3,glassdoor,2025-08-07 00:52:04.471359
VMware,Product Manager,"Seattle, WA",164891,13,4.0,glassdoor,2025-01-04 00:52:04.471363
Microsoft,DevOps Engineer,"Chicago, IL",136612,17,4.8,glassdoor,2025-02-16 00:52:04.471366
OpenAI,Backend Engineer,"San Francisco, CA",143475,12,3.5,glassdoor,2025-02-28 00:52:04.471370
Meta,Staff Software Engineer,"London, UK",225473,16,4.6,glassdoor,2025-03-16 00:52:04.471373
Databricks,Senior Software Engineer,"Boston, MA",149514,18,3.6,glassdoor,2025-05-10 00:52:04.471377
Stripe,Senior Software Engineer,"Denver, CO",168542,13,3.8,glassdoor,2025-06-09 00:52:04.471380
Intel,Senior Data Scientist,"London, UK",117906,6,4.4,glassdoor,2024-12-01 00:52:04.471384
GitHub,DevOps Engineer,"San Francisco, CA",209064,9,4.3,glassdoor,2025-03-09 00:52:04.471387
Netflix,Backend Engineer,"Austin, TX",132311,4,4.7,glassdoor,2025-03-04 00:52:04.471391
Meta,Frontend Engineer,"Seattle, WA",169503,2,3.6,glassdoor,2025-07-04 00:52:04.471394
Airbnb,Product Manager,"Chicago, IL",136458,4,4.8,glassdoor,2025-03-26 00:52:04.471398
IBM,ML Engineer,"Boston, MA",114644,4,3.2,glassdoor,2024-12-28 00:52:04.471401
Spotify,Senior Software Engineer,Remote - US,124059,15,4.9,glassdoor,2024-11-17 00:52:04.471405
Intel,Principal Software Engineer,"Toronto, Canada",251547,19,4.9,glassdoor,2025-07-04 00:52:04.471408
IBM,Senior Product Manager,"Toronto, Canada",117159,9,4.8,glassdoor,2024-09-18 00:52:04.471412
Apple,Security Engineer,"Boston, MA",152392,7,3.4,glassdoor,2025-03-28 00:52:04.471415
VMware,Senior Product Manager,"New York, NY",107778,9,4.9,glassdoor,2025-06-14 00:52:04.471419
Databricks,Senior Software Engineer,"Los Angeles, CA",92841,17,3.5,glassdoor,2025-05-15 00:52:04.471423
Airbnb,Product Manager,"San Francisco, CA",222436,7,3.2,glassdoor,2024-09-21 00:52:04.471427
Databricks,Mobile Engineer,"Denver, CO",61935,12,3.1,glassdoor,2025-05-04 00:52:04.471431
Databricks,Backend Engineer,"Toronto, Canada",129872,12,4.8,glassdoor,2024-12-03 00:52:04.471434
Intel,Data Scientist,"Denver, CO",113299,10,4.6,glassdoor,2025-02-24 00:52:04.471437
Salesforce,Data Scientist,"Toronto, Canada",192888,20,3.7,glassdoor,2025-06-07 00:52:04.471441
Databricks,Senior Product Manager,"Chicago, IL",157850,11,4.1,glassdoor,2025-05-02 00:52:04.471444
OpenAI,Security Engineer,"Toronto, Canada",104080,19,4.6,glassdoor,2025-03-06 00:52:04.471448
VMware,Staff Software Engineer,"Chicago, IL",158554,6,4.8,glassdoor,2025-07-15 00:52:04.471451
Apple,Senior Engineering Manager,"Los Angeles, CA",181306,9,3.7,glassdoor,2024-12-17 00:52:04.471455
NVIDIA,Software Engineer,"London, UK",108591,10,4.9,glassdoor,2024-11-05 00:52:04.471458
Stripe,Mobile Engineer,"Seattle, WA",132165,10,3.4,glassdoor,2025-02-25 00:52:04.471462
Oracle,Engineering Manager,"Los Angeles, CA",109905,11,4.2,glassdoor,2025-02-26 00:52:04.471465
Stripe,Backend Engineer,"New York, NY",185345,3,4.7,glassdoor,2025-05-18 00:52:04.471469
Google,Backend Engineer,"Boston, MA",168821,4,3.5,glassdoor,2024-11-20 00:52:04.471472
Amazon,Data Scientist,"New York, NY",234100,12,3.2,glassdoor,2025-04-24 00:52:04.471475
Microsoft,Data Scientist,"Berlin, Germany",134220,17,4.2,glassdoor,2025-05-14 00:52:04.471479
VMware,Senior Engineering Manager,"Chicago, IL",82086,3,3.6,glassdoor,2025-04-08 00:52:04.471483
Stripe,Product Manager,"Toronto, Canada",81159,1,3.9,glassdoor,2025-02-18 00:52:04.471486
Uber,Backend Engineer,"Austin, TX",151839,3,4.9,glassdoor,2024-10-04 00:52:04.471490
Google,Software Engineer,Remote - US,115642,20,4.4,glassdoor,2025-07-17 00:52:04.471493
Shopify,Mobile Engineer,"Los Angeles, CA",64400,5,3.3,glassdoor,2025-07-18 00:52:04.471497
Apple,DevOps Engineer,"Toronto, Canada",155586,17,3.9,glassdoor,2024-12-06 00:52:04.471500
Airbnb,ML Engineer,"New York, NY",227741,6,3.7,glassdoor,2024-10-16 00:52:04.471504
Airbnb,Senior Engineering Manager,"Chicago, IL",136972,16,4.6,glassdoor,2025-05-08 00:52:04.471508
Airbnb,Full Stack Engineer,"San Francisco, CA",191315,3,4.0,glassdoor,2024-10-23 00:52:04.471511
Netflix,Software Engineer,"Toronto, Canada",130697,16,3.8,glassdoor,2025-03-27 00:52:04.471515
AMD,Engineering Manager,"Austin, TX",158326,14,3.9,glassdoor,2025-07-12 00:52:04.471518
Salesforce,Frontend Engineer,"Chicago, IL",78882,10,3.8,glassdoor,2025-06-10 00:52:04.471522
Atlassian,Software Engineer,"Seattle, WA",100276,8,4.8,glassdoor,2024-10-22 00:52:04.471525
Microsoft,DevOps Engineer,"New York, NY",225400,14,4.9,glassdoor,2025-08-16 00:52:04.471529
Google,DevOps Engineer,"Los Angeles, CA",160927,20,4.0,glassdoor,2025-08-25 00:52:04.471532
Microsoft,Software Engineer,"New York, NY",175817,15,4.7,glassdoor,2025-06-18 00:52:04.471536
AMD,Engineering Manager,"Seattle, WA",178055,9,3.4,glassdoor,2025-01-23 00:52:04.471539
Intel,Product Manager,"Seattle, WA",135303,13,3.1,glassdoor,2025-04-16 00:52:04.471542
Uber,Principal Software Engineer,"Austin, TX",134145,12,4.1,glassdoor,2024-10-31 00:52:04.471546
NVIDIA,Staff Software Engineer,"Denver, CO",167782,5,4.8,glassdoor,2025-06-08 00:52:04.471550
Amazon,Product Manager,"Chicago, IL",180522,19,3.7,glassdoor,2024-09-19 00:52:04.471553
Meta,Mobile Engineer,"Chicago, IL",110430,5,4.8,glassdoor,2025-09-04 00:52:04.471556
Oracle,Senior Engineering Manager,"London, UK",85809,20,4.7,glassdoor,2025-05-14 00:52:04.471560
Databricks,Engineering Manager,"Toronto, Canada",182255,11,4.9,glassdoor,2025-03-21 00:52:04.471563
Intel,Product Manager,"Austin, TX",135061,4,3.3,glassdoor,2024-10-25 00:52:04.471567
NVIDIA,Backend Engineer,"Austin, TX",98318,19,3.4,glassdoor,2024-12-24 00:52:04.471570
Oracle,Senior Engineering Manager,"San Francisco, CA",139571,9,3.7,glassdoor,2025-01-18 00:52:04.471574
NVIDIA,Senior Product Manager,"Los Angeles, CA",65471,7,3.3,glassdoor,2025-02-13 00:52:04.471577
GitHub,Staff Software Engineer,Remote - US,181886,11,4.9,glassdoor,2025-01-20 00:52:04.471581
OpenAI,Staff Software Engineer,"San Francisco, CA",342244,17,5.0,glassdoor,2025-08-25 00:52:04.471584
Spotify,Senior Engineering Manager,"Chicago, IL",113990,19,4.0,glassdoor,2025-07-18 00:52:04.471587
Cisco,Mobile Engineer,"New York, NY",150526,6,3.8,glassdoor,2025-07-29 00:52:04.471591
Google,Full Stack Engineer,"Seattle, WA",209221,4,3.8,glassdoor,2025-03-20 00:52:04.471594
IBM,Senior Product Manager,Remote - US,118536,17,4.3,glassdoor,2025-06-16 00:52:04.471598
NVIDIA,Staff Software Engineer,"Denver, CO",135658,20,3.9,glassdoor,2024-09-20 00:52:04.471602
Cisco,Data Scientist,Remote - US,149891,8,4.6,glassdoor,2025-01-16 00:52:04.471605
Tesla,ML Engineer,"Denver, CO",141095,8,3.3,glassdoor,2025-06-02 00:52:04.471610
Tesla,Engineering Manager,"New York, NY",300304,5,4.8,glassdoor,2024-12-31 00:52:04.471613
Google,Principal Software Engineer,"London, UK",200813,9,3.5,glassdoor,2025-07-01 00:52:04.471617
Databricks,Engineering Manager,"Toronto, Canada",215579,20,4.7,glassdoor,2025-06-18 00:52:04.471621
AMD,DevOps Engineer,"Chicago, IL",122357,1,3.8,glassdoor,2024-11-05 00:52:04.471624
Snowflake,Product Manager,"Los Angeles, CA",96056,20,3.1,glassdoor,2025-03-02 00:52:04.471627
Uber,Full Stack Engineer,"Austin, TX",155567,2,4.7,glassdoor,2025-07-21 00:52:04.471631
Adobe,Senior Software Engineer,"Boston, MA",113461,12,4.4,glassdoor,2025-01-09 00:52:04.471634
Airbnb,Principal Software Engineer,"Austin, TX",217142,0,4.0,glassdoor,2025-04-09 00:52:04.471638
Uber,Senior Data Scientist,"Seattle, WA",142881,20,4.1,glassdoor,2025-07-03 00:52:04.471641
Google,Staff Software Engineer,"Austin, TX",146464,12,3.3,glassdoor,2024-10-14 00:52:04.471645
Microsoft,Mobile Engineer,"Boston, MA",159550,12,3.5,glassdoor,2025-01-18 00:52:04.471648
Intel,DevOps Engineer,"Chicago, IL",68447,2,3.6,glassdoor,2025-04-29 00:52:04.471652
VMware,Full Stack Engineer,"San Francisco, CA",122198,11,3.6,glassdoor,2024-11-30 00:52:04.471655
Apple,Senior Engineering Manager,"Berlin, Germany",61903,2,3.7,glassdoor,2025-02-10 00:52:04.471659
AMD,Data Scientist,"Seattle, WA",149481,2,4.1,glassdoor,2024-10-08 00:52:04.471662
Snowflake,ML Engineer,"Chicago, IL",104753,8,3.0,glassdoor,2024-10-09 00:52:04.471666
Apple,Security Engineer,"London, UK",127188,6,4.2,glassdoor,2025-01-30 00:52:04.471669
Adobe,Full Stack Engineer,"Los Angeles, CA",85480,5,3.1,glassdoor,2025-09-17 00:52:04.471672
VMware,Engineering Manager,"San Francisco, CA",196364,8,3.3,glassdoor,2025-06-28 00:52:04.471676
Intel,Software Engineer,"Seattle, WA",127866,19,4.7,glassdoor,2025-01-06 00:52:04.471679
Amazon,Engineering Manager,"Toronto, Canada",197822,2,3.3,glassdoor,2025-08-11 00:52:04.471683
Tesla,Senior Product Manager,"Toronto, Canada",143541,13,4.8,glassdoor,2024-11-04 00:52:04.471686
OpenAI,Backend Engineer,Remote - US,97766,18,4.3,glassdoor,2025-02-22 00:52:04.471689
Microsoft,Mobile Engineer,"Denver, CO",151079,6,3.1,glassdoor,2025-02-11 00:52:04.471693
Shopify,Full Stack Engineer,"Austin, TX",136150,2,4.6,glassdoor,2025-06-15 00:52:04.471696
Meta,Backend Engineer,"Berlin, Germany",122471,12,4.3,glassdoor,2025-09-03 00:52:04.471700
Atlassian,ML Engineer,"Toronto, Canada",99091,18,4.9,glassdoor,2024-12-18 00:52:04.471703
Oracle,Full Stack Engineer,"Berlin, Germany",79488,17,3.8,glassdoor,2025-05-19 00:52:04.471707
IBM,Product Manager,"Berlin, Germany",71961,18,4.8,glassdoor,2024-09-25 00:52:04.471710
NVIDIA,Senior Data Scientist,"Austin, TX",108170,3,4.2,glassdoor,2024-10-30 00:52:04.471714
Cisco,Security Engineer,"Los Angeles, CA",100966,9,3.4,glassdoor,2024-12-29 00:52:04.471717
Intel,ML Engineer,"New York, NY",146230,7,3.2,glassdoor,2025-08-25 00:52:04.471721
Netflix,Principal Software Engineer,"London, UK",278638,2,3.7,glassdoor,2025-09-05 00:52:04.471724
Cisco,DevOps Engineer,"Denver, CO",86543,12,3.5,glassdoor,2025-04-26 00:52:04.471728
Salesforce,Backend Engineer,"Boston, MA",86057,15,3.0,glassdoor,2025-08-23 00:52:04.471731
Google,Engineering Manager,"Chicago, IL",172916,17,3.9,glassdoor,2025-04-14 00:52:04.471734
Stripe,Frontend Engineer,"Denver, CO",102807,12,3.6,glassdoor,2025-01-31 00:52:04.471738
Salesforce,Backend Engineer,"Boston, MA",81706,2,3.8,glassdoor,2025-06-06 00:52:04.471741
OpenAI,DevOps Engineer,"Chicago, IL",111444,1,3.5,glassdoor,2025-04-01 00:52:04.471745
Microsoft,Software Engineer,"Chicago, IL",99805,7,3.7,glassdoor,2024-09-25 00:52:04.471748
Uber,Full Stack Engineer,"Austin, TX",142912,1,4.2,glassdoor,2025-03-04 00:52:04.471751
Airbnb,Frontend Engineer,"London, UK",127237,5,4.9,glassdoor,2025-02-04 00:52:04.471755
Apple,Principal Software Engineer,"Berlin, Germany",117646,18,4.3,glassdoor,2025-07-09 00:52:04.471758
Salesforce,Security Engineer,"Austin, TX",122147,10,3.4,glassdoor,2024-09-27 00:52:04.471762
Databricks,Backend Engineer,"Toronto, Canada",125513,0,3.4,glassdoor,2025-03-22 00:52:04.471765
Amazon,Senior Engineering Manager,Remote - US,123741,5,3.9,glassdoor,2024-10-07 00:52:04.471768
Tesla,Frontend Engineer,"Boston, MA",146345,7,5.0,glassdoor,2025-04-10 00:52:04.471772
Oracle,Senior Data Scientist,Remote - US,98449,19,4.7,glassdoor,2024-11-30 00:52:04.471775
Cisco,ML Engineer,"London, UK",99098,12,3.7,glassdoor,2025-04-26 00:52:04.471779
GitHub,Frontend Engineer,"Austin, TX",80686,9,4.9,glassdoor,2025-05-06 00:52:04.471782
Stripe,Senior Product Manager,"Boston, MA",96976,8,4.6,glassdoor,2025-04-14 00:52:04.471786
Oracle,Principal Software Engineer,"Chicago, IL",182840,18,4.9,glassdoor,2024-11-20 00:52:04.471789
Uber,Senior Product Manager,"Toronto, Canada",126392,8,3.6,glassdoor,2025-01-30 00:52:04.471794
Stripe,Senior Product Manager,"London, UK",125256,8,4.8,glassdoor,2025-05-05 00:52:04.471797
Google,Mobile Engineer,"Berlin, Germany",80776,17,3.3,glassdoor,2025-05-26 00:52:04.471801
Microsoft,ML Engineer,Remote - US,147552,13,3.3,glassdoor,2025-01-16 00:52:04.471805
AMD,Product Manager,"London, UK",102435,17,4.3,glassdoor,2024-12-24 00:52:04.471808
Salesforce,Data Scientist,"Seattle, WA",150734,7,3.3,glassdoor,2025-09-13 00:52:04.471812
Cisco,Backend Engineer,"New York, NY",156718,1,4.4,glassdoor,2025-07-21 00:52:04.471815
Shopify,Senior Software Engineer,"Denver, CO",109113,10,3.6,glassdoor,2024-12-26 00:52:04.471819
Databricks,Product Manager,"Boston, MA",133309,20,4.4,glassdoor,2025-02-18 00:52:04.471822
Databricks,ML Engineer,"Denver, CO",82594,18,3.3,glassdoor,2025-07-15 00:52:04.471825
Microsoft,Senior Product Manager,"San Francisco, CA",240025,1,3.6,glassdoor,2024-12-01 00:52:04.471829
GitHub,Senior Data Scientist,"Chicago, IL",133528,2,3.3,glassdoor,2024-11-09 00:52:04.471832
Uber,Senior Software Engineer,"San Francisco, CA",248613,4,4.8,glassdoor,2025-03-19 00:52:04.471836
Amazon,Engineering Manager,"Seattle, WA",277284,6,4.5,glassdoor,2025-01-24 00:52:04.471839
Snowflake,Security Engineer,"Los Angeles, CA",96588,16,4.4,glassdoor,2025-03-01 00:52:04.471843
Tesla,ML Engineer,"London, UK",146676,10,4.3,glassdoor,2025-01-19 00:52:04.471846
Google,Frontend Engineer,"Seattle, WA",140620,18,4.2,glassdoor,2025-08-13 00:52:04.471850
Airbnb,DevOps Engineer,Remote - US,124474,9,3.4,glassdoor,2024-09-26 00:52:04.471854
Snowflake,Security Engineer,"Chicago, IL",99412,7,3.2,glassdoor,2025-05-26 00:52:04.471858
Adobe,DevOps Engineer,"San Francisco, CA",202099,6,3.6,glassdoor,2025-06-16 00:52:04.471861
Tesla,Frontend Engineer,"New York, NY",203355,4,3.1,glassdoor,2025-05-13 00:52:04.471864
Tesla,Senior Data Scientist,"Denver, CO",108862,9,3.4,glassdoor,2025-02-21 00:52:04.471868
Tesla,Principal Software Engineer,"San Francisco, CA",348209,9,3.5,glassdoor,2025-01-30 00:52:04.471871
NVIDIA,Frontend Engineer,Remote - US,104203,12,4.6,glassdoor,2024-12-15 00:52:04.471875
Google,Senior Software Engineer,Remote - US,166494,20,3.6,glassdoor,2024-09-20 00:52:04.471878
Meta,Data Scientist,"Chicago, IL",202863,18,4.9,glassdoor,2025-07-01 00:52:04.471882
VMware,Staff Software Engineer,"Berlin, Germany",82288,15,3.9,glassdoor,2025-04-24 00:52:04.471886
Apple,Backend Engineer,"Boston, MA",199849,6,5.0,glassdoor,2025-04-16 00:52:04.471889
Tesla,ML Engineer,"San Francisco, CA",236043,4,3.5,glassdoor,2025-03-14 00:52:04.471892
Microsoft,Senior Engineering Manager,"New York, NY",248653,17,4.2,glassdoor,2025-04-27 00:52:04.471896
GitHub,Security Engineer,"Los Angeles, CA",98000,5,3.9,glassdoor,2025-03-29 00:52:04.471899
AMD,Senior Engineering Manager,"Austin, TX",104761,6,3.3,glassdoor,2025-07-01 00:52:04.471903
Oracle,Senior Product Manager,"San Francisco, CA",115565,4,3.0,glassdoor,2025-04-01 00:52:04.471906
OpenAI,Principal Software Engineer,"Austin, TX",177223,6,4.8,glassdoor,2025-05-23 00:52:04.471910
Google,Senior Product Manager,"Austin, TX",166128,8,3.8,glassdoor,2025-02-04 00:52:04.471913
Apple,Principal Software Engineer,"Berlin, Germany",244337,13,4.6,glassdoor,2025-03-15 00:52:04.471917
Google,Backend Engineer,"Chicago, IL",117719,4,4.6,glassdoor,2024-11-09 00:52:04.471920
Oracle,DevOps Engineer,"Los Angeles, CA",100105,7,4.8,glassdoor,2025-08-19 00:52:04.471924
Netflix,Data Scientist,"Berlin, Germany",119132,11,3.4,glassdoor,2025-08-08 00:52:04.471927
Netflix,Senior Product Manager,"Toronto, Canada",116776,18,4.1,glassdoor,2025-05-08 00:52:04.471931
Shopify,Senior Engineering Manager,"Austin, TX",120773,0,3.4,glassdoor,2025-07-12 00:52:04.471934
Microsoft,Engineering Manager,Remote - US,217165,9,3.9,glassdoor,2024-11-24 00:52:04.471938
VMware,Software Engineer,"Seattle, WA",112427,14,4.4,glassdoor,2025-06-26 00:52:04.471941
Intel,Engineering Manager,"Boston, MA",155543,1,4.8,glassdoor,2025-08-19 00:52:04.471945
Atlassian,Frontend Engineer,"Boston, MA",90950,17,3.9,glassdoor,2025-07-27 00:52:04.471949
Shopify,Full Stack Engineer,"Los Angeles, CA",107847,8,3.8,glassdoor,2024-11-03 00:52:04.471953
VMware,Senior Engineering Manager,"Boston, MA",103342,1,3.8,glassdoor,2024-10-25 00:52:04.471956
Adobe,Senior Product Manager,Remote - US,109964,14,3.3,glassdoor,2024-10-06 00:52:04.471960
Shopify,Engineering Manager,"Los Angeles, CA",146086,16,4.7,glassdoor,2025-08-16 00:52:04.471963
Netflix,Engineering Manager,"Los Angeles, CA",272891,19,3.1,glassdoor,2024-11-22 00:52:04.471967
VMware,ML Engineer,"Chicago, IL",143718,12,4.5,glassdoor,2025-04-26 00:52:04.471970
NVIDIA,Data Scientist,Remote - US,132300,4,4.9,glassdoor,2025-01-12 00:52:04.471974
Uber,Product Manager,"Denver, CO",155419,18,4.5,glassdoor,2025-08-09 00:52:04.471977
VMware,Senior Engineering Manager,"Seattle, WA",101362,4,3.2,glassdoor,2025-08-24 00:52:04.471981
Amazon,Mobile Engineer,"Denver, CO",144829,16,3.1,glassdoor,2024-09-26 00:52:04.471985
Databricks,Frontend Engineer,"Toronto, Canada",84296,19,3.1,glassdoor,2025-08-11 00:52:04.471988
Atlassian,Senior Software Engineer,"Denver, CO",88781,9,4.4,glassdoor,2024-10-30 00:52:04.471992
Uber,Engineering Manager,"Los Angeles, CA",174856,3,4.2,glassdoor,2024-11-04 00:52:04.471995
Oracle,Data Scientist,"Toronto, Canada",144890,11,3.4,glassdoor,2025-04-08 00:52:04.471999
AMD,Principal Software Engineer,"Denver, CO",235620,3,3.3,glassdoor,2025-07-07 00:52:04.472002
Shopify,Security Engineer,"Toronto, Canada",113248,8,3.5,glassdoor,2024-12-06 00:52:04.472006
