"work_year","experience_level","employment_type","job_title","salary","salary_currency","salary_in_usd","employee_residence","remote_ratio","company_location","company_size"
2023,"EX","FT","Data Engineer",135000,"USD",135000,"US",0,"US","M"
2024,"SE","FT","Data Developer",71000,"USD",71000,"CA",0,"CA","M"
2020,"MI","FT","Research Scientist",450000,"USD",450000,"US",0,"US","M"
2023,"EX","FT","Data Scientist",200000,"USD",200000,"US",0,"US","M"
2022,"SE","FT","Data Analyst",68400,"USD",68400,"US",100,"US","M"
2022,"SE","FT","Data Analyst",95000,"USD",95000,"US",0,"US","M"
2023,"MI","FT","AI Scientist",54000,"USD",54000,"KR",0,"KR","S"
2024,"SE","FT","Data Engineer",168600,"USD",168600,"US",100,"US","M"
2024,"EX","FT","Data Science Engineer",160000,"USD",160000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",160000,"USD",160000,"US",100,"US","M"
2024,"SE","FT","Research Scientist",144600,"USD",144600,"US",0,"US","M"
2021,"EN","FT","Data Scientist",2200000,"INR",29751,"IN",50,"IN","L"
2022,"MI","FT","Data Engineer",75000,"USD",75000,"US",100,"US","M"
2022,"SE","FT","Data Engineer",145000,"USD",145000,"US",0,"US","M"
2024,"EX","FT","Data Engineer",314000,"USD",314000,"CA",100,"CA","M"
2023,"SE","FT","Data Engineer",124500,"USD",124500,"US",0,"US","M"
2023,"MI","FT","Data Engineer",175000,"USD",175000,"US",0,"US","M"
2024,"MI","FT","Data Scientist",179000,"USD",179000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",187000,"USD",187000,"US",0,"US","M"
2023,"MI","FT","Data Engineer",123500,"USD",123500,"US",0,"US","M"
2023,"SE","FT","Data Science Manager",198200,"USD",198200,"US",100,"US","M"
2023,"SE","FT","Data Scientist",143250,"USD",143250,"US",0,"US","M"
2023,"MI","FT","Data Analyst",150000,"USD",150000,"US",0,"US","M"
2024,"SE","FT","Data Engineer",194500,"USD",194500,"US",0,"US","M"
2024,"MI","FT","Research Engineer",73000,"USD",73000,"US",0,"US","M"
2023,"MI","FT","Data Engineer",169000,"USD",169000,"US",0,"US","M"
2022,"SE","FT","Data Scientist",136000,"USD",136000,"US",100,"US","M"
2021,"SE","FT","Finance Data Analyst",45000,"GBP",61896,"GB",50,"GB","L"
2023,"SE","FT","Machine Learning Engineer",331640,"USD",331640,"US",0,"US","M"
2023,"MI","FT","BI Developer",80000,"USD",80000,"US",100,"US","M"
2023,"SE","FT","Research Scientist",132500,"USD",132500,"US",0,"US","M"
2023,"SE","FT","Data Scientist",203649,"USD",203649,"US",100,"US","M"
2023,"SE","FT","Research Scientist",125000,"USD",125000,"US",0,"US","M"
2023,"SE","FT","Analytics Engineer",145000,"USD",145000,"US",0,"US","M"
2023,"SE","FT","Data Lead",350000,"USD",350000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",153600,"USD",153600,"US",0,"US","M"
2024,"SE","FT","Machine Learning Engineer",220600,"USD",220600,"US",0,"US","M"
2023,"SE","FT","Business Intelligence Engineer",165600,"USD",165600,"US",0,"US","L"
2023,"MI","FT","Data Scientist",72700,"USD",72700,"US",0,"US","M"
2024,"SE","FT","Data Science",180000,"USD",180000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",145900,"USD",145900,"US",0,"US","M"
2023,"SE","FT","Data Engineer",160000,"USD",160000,"US",100,"US","M"
2023,"SE","FT","Business Intelligence Developer",66825,"USD",66825,"US",0,"US","M"
2024,"SE","FT","Research Scientist",321000,"USD",321000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",172900,"USD",172900,"US",0,"US","M"
2024,"MI","FT","Data Analyst",154000,"USD",154000,"US",0,"US","M"
2024,"SE","FT","Data Engineer",95000,"USD",95000,"US",100,"US","M"
2023,"SE","FT","ML Engineer",202353,"USD",202353,"US",0,"US","M"
2022,"SE","FT","Data Engineer",209100,"USD",209100,"US",100,"US","L"
2024,"SE","FT","Machine Learning Engineer",145400,"USD",145400,"US",0,"US","M"
2020,"EN","FT","Data Scientist",43200,"EUR",49268,"DE",0,"DE","S"
2024,"MI","FT","Data Science",46203,"GBP",57753,"GB",0,"GB","M"
2023,"SE","FT","Business Intelligence Engineer",225000,"USD",225000,"US",0,"US","M"
2023,"EN","FT","Data Engineer",160000,"USD",160000,"US",0,"US","M"
2024,"MI","FT","Analytics Engineer",148000,"USD",148000,"US",100,"US","M"
2022,"SE","FT","AI Scientist",125000,"USD",125000,"CO",100,"CO","L"
2023,"EX","FT","Data Engineer",234000,"USD",234000,"US",0,"US","M"
2024,"EN","FT","Data Analyst",47500,"USD",47500,"US",0,"US","M"
2023,"EX","FT","Data Engineer",174500,"USD",174500,"US",100,"US","M"
2023,"SE","FT","Research Scientist",145900,"USD",145900,"US",0,"US","M"
2023,"SE","FT","Data Analyst",94400,"USD",94400,"US",100,"US","M"
2023,"SE","FT","Data Architect",159500,"USD",159500,"US",0,"US","M"
2024,"EN","FT","Data Analyst",87400,"USD",87400,"US",0,"US","M"
2023,"SE","FT","Data Engineer",253200,"USD",253200,"US",0,"US","M"
2022,"MI","FT","Research Scientist",120000,"EUR",126080,"DE",0,"DE","S"
2023,"SE","FT","Business Intelligence Developer",138000,"USD",138000,"US",0,"US","M"
2023,"MI","FT","ML Engineer",235000,"USD",235000,"US",0,"US","M"
2022,"SE","FT","Data Analyst",89200,"USD",89200,"US",100,"US","M"
2022,"SE","FT","Data Engineer",161000,"USD",161000,"US",100,"US","M"
2024,"EN","FT","Data Integration Engineer",135000,"USD",135000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",168400,"USD",168400,"US",0,"US","M"
2023,"SE","FT","Data Architect",185000,"USD",185000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",150000,"USD",150000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",72000,"USD",72000,"US",100,"US","M"
2024,"SE","FT","Data Developer",130000,"USD",130000,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",152022,"USD",152022,"US",0,"US","M"
2023,"MI","FT","Machine Learning Research Engineer",60000,"GBP",73824,"GB",0,"GB","L"
2023,"SE","FT","Data Engineer",140000,"USD",140000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",94770,"USD",94770,"US",100,"US","M"
2023,"SE","FT","Research Engineer",168000,"USD",168000,"US",0,"US","M"
2023,"SE","FT","Data Operations Analyst",82000,"USD",82000,"US",0,"US","M"
2024,"MI","FT","Data Science",80000,"USD",80000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",245000,"USD",245000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",199000,"USD",199000,"US",0,"US","M"
2023,"MI","FT","Data Developer",95000,"USD",95000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",203000,"USD",203000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",172000,"USD",172000,"US",100,"US","M"
2024,"SE","FT","Data Scientist",71250,"USD",71250,"US",0,"US","M"
2022,"SE","FT","Data Analyst",35000,"EUR",36773,"ES",0,"ES","M"
2023,"MI","FT","Data Analyst",120000,"USD",120000,"US",100,"US","M"
2022,"SE","FT","Data Scientist",175000,"USD",175000,"US",0,"US","M"
2024,"SE","FT","Data Scientist",234700,"USD",234700,"US",0,"US","M"
2024,"SE","FT","Data Scientist",160000,"USD",160000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",130000,"USD",130000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",101500,"USD",101500,"US",0,"US","M"
2022,"SE","FT","Data Scientist",208000,"USD",208000,"US",100,"US","M"
2024,"SE","FT","Machine Learning Engineer",250900,"USD",250900,"US",0,"US","M"
2023,"SE","FT","Applied Scientist",222200,"USD",222200,"US",0,"US","L"
2023,"SE","FT","Data Engineer",153600,"USD",153600,"US",0,"US","M"
2024,"SE","FT","Data Analyst",86146,"EUR",95717,"NL",100,"NL","M"
2023,"SE","FT","Data Scientist",240000,"USD",240000,"US",100,"US","M"
2022,"SE","FT","Data Scientist",141525,"USD",141525,"US",100,"US","M"
2024,"SE","FT","Data Scientist",54000,"GBP",67500,"US",0,"US","M"
2022,"SE","FT","Data Engineer",110000,"USD",110000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",172100,"USD",172100,"US",0,"US","M"
2024,"SE","FT","Research Engineer",300000,"USD",300000,"GB",0,"GB","M"
2024,"MI","FT","BI Developer",106100,"USD",106100,"US",0,"US","M"
2023,"SE","FT","Data Scientist",183500,"USD",183500,"US",100,"US","M"
2024,"SE","FT","Data Scientist",157850,"USD",157850,"US",100,"US","M"
2023,"MI","FT","Data Analyst",80000,"USD",80000,"US",100,"US","M"
2023,"MI","FT","Machine Learning Engineer",130000,"USD",130000,"US",0,"US","M"
2024,"MI","FT","Data Engineer",140900,"USD",140900,"US",100,"US","M"
2023,"SE","FT","ML Engineer",145000,"USD",145000,"US",100,"US","M"
2024,"MI","FT","Machine Learning Engineer",160000,"USD",160000,"US",100,"US","M"
2024,"SE","FT","Analytics Engineer",165000,"USD",165000,"US",100,"US","M"
2024,"MI","FT","Analytics Engineer",116550,"USD",116550,"US",0,"US","M"
2024,"SE","FT","Data Engineer",95000,"USD",95000,"US",0,"US","M"
2024,"MI","FT","Data Analyst",80000,"USD",80000,"US",0,"US","M"
2024,"MI","FT","Analytics Engineer",117400,"USD",117400,"US",0,"US","M"
2023,"MI","FT","Machine Learning Engineer",204500,"USD",204500,"US",0,"US","M"
2020,"MI","FT","Machine Learning Infrastructure Engineer",44000,"EUR",50180,"PT",0,"PT","M"
2024,"EN","FT","Business Intelligence Analyst",99000,"USD",99000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",175308,"USD",175308,"US",0,"US","M"
2023,"SE","FT","Machine Learning Scientist",142200,"USD",142200,"CA",0,"CA","M"
2024,"MI","FT","Data Scientist",93300,"USD",93300,"EG",0,"EG","M"
2022,"SE","FT","Data Engineer",175000,"USD",175000,"US",100,"US","M"
2022,"SE","FT","Data Engineer",130000,"USD",130000,"US",0,"US","M"
2022,"EN","FT","Business Data Analyst",48000,"USD",48000,"US",50,"US","L"
2024,"SE","FT","Data Scientist",109400,"USD",109400,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",119250,"USD",119250,"US",0,"US","M"
2023,"SE","FT","Data Science Manager",140100,"USD",140100,"US",0,"US","L"
2024,"SE","FT","Research Analyst",70000,"GBP",87500,"GB",0,"GB","M"
2023,"SE","FT","ML Engineer",247250,"USD",247250,"US",0,"US","M"
2023,"SE","FT","Data Scientist",216100,"USD",216100,"US",0,"US","M"
2023,"SE","FT","Machine Learning Infrastructure Engineer",180000,"USD",180000,"US",0,"US","M"
2023,"EN","FT","Data Visualization Specialist",82800,"USD",82800,"US",0,"US","M"
2023,"SE","FT","Data Engineer",170000,"USD",170000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",188800,"USD",188800,"US",100,"US","M"
2024,"SE","FT","Machine Learning Engineer",240000,"USD",240000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",154000,"USD",154000,"US",0,"US","M"
2024,"SE","FT","Data Scientist",238400,"USD",238400,"US",0,"US","M"
2023,"SE","FT","Research Scientist",323300,"USD",323300,"US",0,"US","M"
2022,"MI","FT","Business Data Analyst",150000,"USD",150000,"US",100,"US","L"
2023,"SE","FT","ML Engineer",290000,"USD",290000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",120000,"USD",120000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",180000,"USD",180000,"US",100,"US","M"
2022,"MI","FT","Machine Learning Researcher",100000,"USD",100000,"US",100,"US","M"
2024,"SE","FT","Machine Learning Engineer",177300,"USD",177300,"US",100,"US","M"
2023,"SE","FT","Data Scientist",140000,"USD",140000,"US",100,"US","M"
2024,"EN","FT","Data Operations Associate",51375,"USD",51375,"US",0,"US","M"
2023,"MI","FT","Data Analyst",110000,"USD",110000,"US",0,"US","M"
2024,"EN","FT","Machine Learning Research Engineer",105000,"CAD",80769,"CA",50,"CA","M"
2024,"EX","FT","Machine Learning Engineer",290000,"USD",290000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",139400,"USD",139400,"US",0,"US","M"
2023,"SE","FT","Data Scientist",168000,"USD",168000,"US",100,"US","M"
2023,"EN","FT","Data Engineer",48000,"USD",48000,"US",100,"US","M"
2023,"SE","FT","Business Intelligence Analyst",115600,"USD",115600,"US",0,"US","M"
2024,"MI","FT","Data Engineer",140000,"USD",140000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",359170,"USD",359170,"US",0,"US","M"
2023,"SE","FT","Data Scientist",125000,"USD",125000,"US",0,"US","M"
2023,"MI","FT","Applied Scientist",222200,"USD",222200,"US",0,"US","L"
2023,"SE","FT","Data Engineer",135000,"USD",135000,"US",0,"US","M"
2023,"MI","FT","Data Engineer",120000,"USD",120000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",179000,"USD",179000,"US",0,"US","M"
2024,"MI","FT","Data Scientist",88995,"USD",88995,"AU",0,"AU","M"
2023,"SE","FT","Data Visualization Engineer",170200,"USD",170200,"US",0,"US","M"
2022,"SE","FT","Data Scientist",191475,"USD",191475,"US",100,"US","M"
2024,"MI","FT","Encounter Data Management Professional",47700,"USD",47700,"US",0,"US","M"
2022,"MI","FT","Data Analyst",100000,"USD",100000,"US",0,"US","M"
2024,"EX","FT","Data Analyst",175000,"USD",175000,"US",0,"US","M"
2022,"SE","FT","Applied Scientist",230000,"USD",230000,"US",100,"US","M"
2023,"SE","FT","Research Engineer",107100,"USD",107100,"US",0,"US","M"
2023,"SE","FT","Data Architect",280100,"USD",280100,"US",100,"US","M"
2022,"SE","FT","Data Analyst",99750,"USD",99750,"US",100,"US","M"
2023,"SE","FT","Business Intelligence Engineer",225000,"USD",225000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",75000,"USD",75000,"US",0,"US","M"
2024,"SE","FT","Data Scientist",218000,"USD",218000,"US",0,"US","M"
2021,"MI","FT","BI Data Analyst",100000,"USD",100000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",185900,"USD",185900,"US",0,"US","M"
2024,"SE","FT","Data Scientist",172000,"USD",172000,"US",0,"US","M"
2022,"SE","FT","Data Architect",180000,"USD",180000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",215625,"USD",215625,"US",100,"US","M"
2023,"EN","FT","Data Analyst",41419,"USD",41419,"US",100,"US","M"
2023,"EX","FT","Data Lead",230000,"USD",230000,"US",0,"US","M"
2023,"MI","FT","Data Analyst",105000,"USD",105000,"US",100,"US","M"
2023,"MI","FT","Data Analyst",80000,"GBP",98432,"GB",0,"GB","M"
2024,"SE","FT","Data Scientist",161900,"USD",161900,"US",0,"US","M"
2024,"MI","FT","Data Analyst",65000,"USD",65000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",215000,"USD",215000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",120350,"USD",120350,"US",100,"US","M"
2023,"SE","FT","Data Analyst",110000,"USD",110000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",150000,"USD",150000,"US",100,"US","M"
2022,"SE","FT","Data Engineer",50000,"USD",50000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",359170,"USD",359170,"US",0,"US","M"
2023,"SE","FT","Data Scientist",45000,"EUR",48585,"ES",0,"ES","M"
2023,"SE","FT","Data Engineer",225300,"USD",225300,"US",0,"US","M"
2023,"SE","FT","BI Analyst",360000,"TRY",18381,"TR",100,"TR","L"
2023,"SE","FT","Data Architect",110000,"USD",110000,"US",100,"US","M"
2024,"EX","FT","Head of Data",210000,"USD",210000,"US",0,"US","M"
2022,"SE","FT","Data Analyst",123648,"USD",123648,"US",0,"US","M"
2022,"SE","FT","Data Engineer",160000,"USD",160000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Scientist",105500,"USD",105500,"US",0,"US","M"
2023,"SE","FT","Data Analyst",120350,"USD",120350,"US",100,"US","M"
2022,"MI","FT","Data Engineer",80000,"EUR",84053,"GR",100,"GR","M"
2023,"SE","FT","Data Engineer",129300,"USD",129300,"US",0,"US","M"
2024,"SE","FT","Data Scientist",245000,"USD",245000,"US",0,"US","M"
2023,"SE","FT","Business Intelligence Engineer",78800,"USD",78800,"US",0,"US","M"
2023,"SE","FT","ETL Developer",129100,"USD",129100,"US",0,"US","M"
2023,"EN","FT","Data Engineer",52500,"USD",52500,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",190000,"USD",190000,"US",0,"US","M"
2023,"SE","FT","Lead Machine Learning Engineer",115000,"USD",115000,"MD",100,"IL","S"
2023,"SE","FT","Data Architect",215000,"USD",215000,"US",100,"US","M"
2022,"SE","FT","Data Scientist",80000,"USD",80000,"US",0,"US","M"
2023,"MI","FT","Data Scientist",90000,"GBP",110736,"GB",0,"GB","M"
2024,"SE","FT","Data Science Consultant",80000,"USD",80000,"US",0,"US","M"
2024,"MI","FT","Research Scientist",195200,"USD",195200,"US",0,"US","L"
2024,"SE","FT","Data Architect",135000,"CAD",103846,"CA",100,"CA","M"
2023,"SE","FT","Research Engineer",156400,"USD",156400,"US",100,"US","M"
2023,"MI","FT","Business Intelligence Engineer",65800,"USD",65800,"US",0,"US","L"
2023,"MI","FT","Data Science",223600,"USD",223600,"US",0,"US","L"
2023,"SE","FT","Machine Learning Scientist",108308,"USD",108308,"US",100,"US","M"
2024,"EX","FT","Machine Learning Engineer",232000,"USD",232000,"US",0,"US","M"
2023,"EX","FT","Data Engineer",145000,"USD",145000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",204500,"USD",204500,"US",0,"US","M"
2024,"MI","FT","BI Developer",80420,"USD",80420,"US",0,"US","M"
2023,"SE","FT","Data Scientist",187200,"USD",187200,"US",100,"US","M"
2023,"SE","FT","Decision Scientist",185900,"USD",185900,"US",0,"US","M"
2024,"MI","FT","Research Engineer",96800,"USD",96800,"US",0,"US","M"
2023,"MI","FT","Data Engineer",154000,"USD",154000,"US",0,"US","M"
2024,"EN","FT","Data Analyst",70000,"USD",70000,"US",0,"US","M"
2024,"EX","FT","Data Engineer",136000,"USD",136000,"US",100,"US","M"
2023,"EX","FT","Data Scientist",228856,"USD",228856,"GB",100,"GB","M"
2024,"EN","FT","Data Analyst",195500,"USD",195500,"US",0,"US","M"
2022,"SE","FT","Data Scientist",140000,"USD",140000,"US",100,"US","M"
2023,"MI","FT","Data Scientist",135000,"USD",135000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",175000,"USD",175000,"US",100,"US","M"
2022,"EN","FT","Machine Learning Engineer",140250,"USD",140250,"US",0,"US","M"
2023,"SE","FT","Data Analyst",85000,"USD",85000,"US",0,"US","M"
2023,"SE","FT","Applied Scientist",309400,"USD",309400,"US",0,"US","L"
2023,"EN","FT","BI Data Analyst",25000,"USD",25000,"UA",100,"NL","M"
2023,"SE","FT","Data Scientist",189750,"USD",189750,"US",100,"US","M"
2023,"MI","FT","Data Developer",100000,"USD",100000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",135000,"USD",135000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",122000,"USD",122000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Scientist",165750,"USD",165750,"US",100,"US","M"
2023,"MI","FT","Data Engineer",186600,"USD",186600,"US",100,"US","M"
2024,"MI","FT","Data Scientist",150000,"USD",150000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",134000,"USD",134000,"US",100,"US","M"
2023,"SE","FT","Machine Learning Scientist",240000,"USD",240000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",175000,"USD",175000,"CA",100,"CA","M"
2024,"MI","FT","Data Scientist",73100,"USD",73100,"US",0,"US","M"
2024,"MI","FT","Data Scientist",68088,"USD",68088,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",216000,"USD",216000,"US",100,"US","M"
2023,"MI","FT","Data Scientist",165000,"USD",165000,"US",0,"US","M"
2020,"MI","FT","Data Scientist",55000,"EUR",62726,"FR",50,"LU","S"
2023,"SE","FT","Machine Learning Engineer",153090,"USD",153090,"US",0,"US","M"
2024,"SE","FT","Data Scientist",146800,"USD",146800,"US",0,"US","M"
2024,"SE","FT","Data Scientist",110000,"USD",110000,"CA",0,"CA","M"
2023,"MI","FT","Research Scientist",280000,"USD",280000,"GB",50,"GB","L"
2023,"SE","FT","Research Scientist",197500,"USD",197500,"US",0,"US","M"
2023,"MI","FT","Business Intelligence Specialist",109238,"USD",109238,"US",0,"US","M"
2022,"EN","FT","Machine Learning Developer",40000,"USD",40000,"PK",100,"AU","M"
2024,"SE","FT","Data Engineer",172200,"USD",172200,"US",100,"US","M"
2024,"MI","FT","Data Engineer",103977,"USD",103977,"US",0,"US","M"
2024,"MI","FT","Data Scientist",85000,"USD",85000,"US",0,"US","M"
2022,"SE","FT","Data Engineer",154600,"USD",154600,"US",100,"US","L"
2024,"SE","FT","Data Architect",123000,"USD",123000,"US",0,"US","M"
2023,"SE","FT","Data Modeler",147100,"USD",147100,"US",0,"US","M"
2023,"SE","FT","Data Analyst",98000,"USD",98000,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",210600,"USD",210600,"GB",100,"GB","M"
2024,"MI","FT","Data Scientist",116000,"USD",116000,"US",0,"US","M"
2024,"SE","FT","Data Scientist",160700,"USD",160700,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",220000,"USD",220000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",185000,"USD",185000,"US",0,"US","M"
2024,"MI","FT","Business Intelligence",140000,"USD",140000,"US",100,"US","M"
2024,"SE","FT","Analytics Engineer",111648,"USD",111648,"US",100,"US","M"
2023,"SE","FT","Data Engineer",196000,"USD",196000,"US",0,"US","M"
2024,"SE","FT","Data Architect",186000,"USD",186000,"US",0,"US","M"
2023,"SE","FT","Research Engineer",203000,"USD",203000,"US",0,"US","M"
2023,"MI","FT","Research Scientist",185000,"USD",185000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",226600,"USD",226600,"US",0,"US","M"
2024,"SE","FT","Machine Learning Engineer",234300,"USD",234300,"US",0,"US","M"
2023,"SE","FT","Data Engineer",129300,"USD",129300,"US",0,"US","M"
2024,"SE","FT","AI Engineer",276000,"USD",276000,"US",0,"US","M"
2022,"EN","FT","Data Engineer",160000,"USD",160000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",140000,"USD",140000,"US",0,"US","M"
2024,"MI","FT","Data Scientist",111600,"USD",111600,"US",0,"US","L"
2024,"MI","FT","Applied Scientist",222200,"USD",222200,"US",0,"US","L"
2024,"SE","FT","Data Engineer",180000,"USD",180000,"US",0,"US","M"
2023,"MI","FT","Data Engineer",150000,"USD",150000,"US",100,"US","M"
2022,"SE","FT","Data Analyst",119000,"USD",119000,"US",0,"US","M"
2023,"MI","FT","Data Architect",150000,"USD",150000,"US",100,"US","M"
2023,"EX","FT","Data Engineer",125000,"USD",125000,"US",0,"US","M"
2023,"MI","FT","Data Analyst",90000,"USD",90000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",180180,"USD",180180,"US",0,"US","M"
2024,"MI","FT","Analytics Engineer",92000,"GBP",115000,"GB",100,"GB","M"
2023,"EN","FT","Data Scientist",80000,"USD",80000,"US",0,"US","M"
2024,"EN","FT","Data Analyst",40000,"USD",40000,"BR",0,"BR","M"
2023,"EN","FT","Data Analyst",85000,"USD",85000,"US",100,"US","M"
2024,"EN","FT","Data Analyst",88800,"USD",88800,"US",0,"US","M"
2024,"MI","FT","ETL Developer",120000,"USD",120000,"US",0,"US","M"
2023,"SE","FT","Prompt Engineer",184000,"USD",184000,"US",0,"US","M"
2024,"MI","FT","Analytics Engineer",97300,"USD",97300,"US",0,"US","M"
2023,"SE","FT","Data Architect",175000,"USD",175000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",278700,"USD",278700,"US",0,"US","M"
2021,"MI","FT","Cloud Data Engineer",120000,"SGD",89294,"SG",50,"SG","L"
2024,"SE","FT","Research Scientist",337300,"USD",337300,"US",0,"US","M"
2024,"MI","FT","Business Intelligence Analyst",226844,"USD",226844,"US",0,"US","M"
2023,"SE","FT","Data Engineer",68400,"USD",68400,"US",0,"US","M"
2023,"MI","FT","Data Engineer",220000,"USD",220000,"CA",100,"CA","M"
2023,"SE","FT","Data Engineer",255000,"USD",255000,"US",0,"US","M"
2024,"SE","FT","Data Engineer",132000,"USD",132000,"US",100,"US","M"
2024,"EN","FT","Data Analyst",150000,"USD",150000,"US",100,"US","M"
2023,"SE","FT","Data Operations Analyst",77000,"USD",77000,"GB",0,"GB","M"
2023,"SE","FT","Data Analyst",175000,"USD",175000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",241300,"USD",241300,"US",0,"US","M"
2023,"SE","FT","Data Analyst",85500,"USD",85500,"US",0,"US","M"
2023,"MI","FT","Research Scientist",150000,"USD",150000,"US",0,"US","M"
2024,"SE","FT","Business Intelligence Analyst",74000,"GBP",92500,"GB",0,"GB","M"
2024,"SE","FT","Data Scientist",220000,"USD",220000,"US",100,"US","M"
2024,"MI","FT","Business Intelligence Developer",92000,"USD",92000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",226700,"USD",226700,"US",0,"US","M"
2024,"SE","FT","Machine Learning Engineer",216700,"USD",216700,"US",0,"US","M"
2024,"MI","FT","Data Manager",81500,"USD",81500,"US",0,"US","M"
2024,"SE","FT","Applied Scientist",136000,"USD",136000,"US",0,"US","L"
2023,"SE","FT","Analytics Engineer",181500,"USD",181500,"US",0,"US","M"
2022,"MI","FT","Machine Learning Engineer",121000,"AUD",83864,"AU",100,"AU","L"
2023,"SE","FT","Data Analyst",51962,"USD",51962,"US",0,"US","M"
2024,"MI","FT","Data Scientist",212000,"USD",212000,"US",0,"US","M"
2023,"MI","FT","Machine Learning Scientist",125000,"USD",125000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",200000,"USD",200000,"US",100,"US","M"
2024,"MI","FT","Data Scientist",153700,"USD",153700,"US",100,"US","M"
2023,"SE","FT","Analytics Engineer",130000,"USD",130000,"US",0,"US","M"
2023,"MI","FT","Data Engineer",198900,"USD",198900,"US",0,"US","M"
2024,"MI","FT","Data Engineer",220000,"USD",220000,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",140000,"USD",140000,"US",100,"US","M"
2023,"MI","FT","Data Developer",72409,"USD",72409,"US",100,"US","M"
2023,"SE","FT","Data Analyst",130000,"USD",130000,"US",100,"US","M"
2024,"SE","FT","Data Scientist",106875,"USD",106875,"US",0,"US","M"
2024,"SE","FT","Data Science",170000,"USD",170000,"US",0,"US","M"
2024,"SE","FT","ML Engineer",230797,"USD",230797,"US",100,"US","M"
2023,"MI","FT","Data Scientist",204500,"USD",204500,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",184000,"USD",184000,"US",100,"US","M"
2024,"SE","FT","Data Scientist",101763,"USD",101763,"CA",0,"CA","M"
2024,"SE","FT","Data Scientist",119700,"USD",119700,"US",0,"US","M"
2024,"MI","FT","Data Scientist",110000,"USD",110000,"US",100,"US","M"
2022,"SE","FT","Data Scientist",230000,"USD",230000,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",163000,"USD",163000,"US",0,"US","M"
2024,"SE","FT","Data Scientist",71000,"USD",71000,"US",0,"US","M"
2024,"SE","FT","Research Engineer",62000,"USD",62000,"US",0,"US","M"
2023,"EX","FT","Head of Data",110000,"GBP",135344,"GB",100,"GB","M"
2020,"MI","FT","Data Engineer",61500,"EUR",70139,"FR",50,"FR","L"
2022,"SE","FT","Data Engineer",100000,"USD",100000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",103000,"USD",103000,"US",0,"US","M"
2023,"MI","FT","Data Engineer",75000,"USD",75000,"US",0,"US","M"
2023,"MI","FT","Data Engineer",97000,"USD",97000,"US",0,"US","M"
